Date,Festive Period,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
6/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
6/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
6/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
6/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,199,10,6,215
6/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,39,3,0,42
6/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
6/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
6/9/2020,H,Man Kam To,Arrival,0,0,0,0
6/9/2020,H,Man Kam To,Departure,0,0,0,0
6/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
6/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
6/9/2020,H,Shenzhen Bay,Arrival,2543,257,12,2812
6/9/2020,H,Shenzhen Bay,Departure,337,44,2,383
6/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
6/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
6/9/2020,H,Harbour Control,Arrival,0,0,0,0
6/9/2020,H,Harbour Control,Departure,0,0,0,0
6/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
6/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
6/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
6/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
6/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
6/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
7/9/2020,H,Airport,Arrival,614,5,19,638
7/9/2020,H,Airport,Departure,1242,5,39,1286
7/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
7/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
7/9/2020,H,Hung Hom,Arrival,0,0,0,0
7/9/2020,H,Hung Hom,Departure,0,0,0,0
7/9/2020,H,Lo Wu,Arrival,0,0,0,0
7/9/2020,H,Lo Wu,Departure,0,0,0,0
7/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
7/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
7/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
7/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
7/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,125,8,4,137
7/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,71,3,1,75
7/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
7/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
7/9/2020,H,Man Kam To,Arrival,0,0,0,0
7/9/2020,H,Man Kam To,Departure,0,0,0,0
7/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
7/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
7/9/2020,H,Shenzhen Bay,Arrival,1680,170,6,1856
7/9/2020,H,Shenzhen Bay,Departure,360,43,2,405
7/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
7/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
7/9/2020,H,Harbour Control,Arrival,0,0,0,0
7/9/2020,H,Harbour Control,Departure,0,0,0,0
7/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
7/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
7/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
7/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
7/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
7/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
8/9/2020,H,Airport,Arrival,1030,9,45,1084
8/9/2020,H,Airport,Departure,1378,27,46,1451
8/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
8/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
8/9/2020,H,Hung Hom,Arrival,0,0,0,0
8/9/2020,H,Hung Hom,Departure,0,0,0,0
8/9/2020,H,Lo Wu,Arrival,0,0,0,0
8/9/2020,H,Lo Wu,Departure,0,0,0,0
8/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
8/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
8/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
8/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
8/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,167,10,5,182
8/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,114,12,3,129
8/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
8/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
8/9/2020,H,Man Kam To,Arrival,0,0,0,0
8/9/2020,H,Man Kam To,Departure,0,0,0,0
8/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
8/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
8/9/2020,H,Shenzhen Bay,Arrival,2340,290,7,2637
8/9/2020,H,Shenzhen Bay,Departure,735,64,7,806
8/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
8/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
8/9/2020,H,Harbour Control,Arrival,0,0,0,0
8/9/2020,H,Harbour Control,Departure,0,0,0,0
8/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
8/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
8/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
8/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
8/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
8/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
9/9/2020,H,Airport,Arrival,916,9,24,949
9/9/2020,H,Airport,Departure,1181,18,115,1314
9/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
9/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
9/9/2020,H,Hung Hom,Arrival,0,0,0,0
9/9/2020,H,Hung Hom,Departure,0,0,0,0
9/9/2020,H,Lo Wu,Arrival,0,0,0,0
9/9/2020,H,Lo Wu,Departure,0,0,0,0
9/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
9/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
9/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
9/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
9/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,137,7,50,194
9/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,113,9,3,125
9/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
9/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
9/9/2020,H,Man Kam To,Arrival,0,0,0,0
9/9/2020,H,Man Kam To,Departure,0,0,0,0
9/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
9/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
9/9/2020,H,Shenzhen Bay,Arrival,2182,291,9,2482
9/9/2020,H,Shenzhen Bay,Departure,636,96,4,736
9/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
9/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
9/9/2020,H,Harbour Control,Arrival,0,0,0,0
9/9/2020,H,Harbour Control,Departure,0,0,0,0
9/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
9/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
9/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
9/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
9/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
9/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
10/9/2020,H,Airport,Arrival,688,4,15,707
10/9/2020,H,Airport,Departure,1199,11,37,1247
10/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
10/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
10/9/2020,H,Hung Hom,Arrival,0,0,0,0
10/9/2020,H,Hung Hom,Departure,0,0,0,0
10/9/2020,H,Lo Wu,Arrival,0,0,0,0
10/9/2020,H,Lo Wu,Departure,0,0,0,0
10/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
10/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
10/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
10/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
10/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,125,9,3,137
10/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,136,7,7,150
10/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
10/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
10/9/2020,H,Man Kam To,Arrival,0,0,0,0
10/9/2020,H,Man Kam To,Departure,0,0,0,0
10/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
10/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
10/9/2020,H,Shenzhen Bay,Arrival,1317,171,7,1495
10/9/2020,H,Shenzhen Bay,Departure,612,84,6,702
10/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
10/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
10/9/2020,H,Harbour Control,Arrival,0,0,0,0
10/9/2020,H,Harbour Control,Departure,0,0,0,0
10/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
10/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
10/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
10/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
10/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
10/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
11/9/2020,H,Airport,Arrival,1166,7,44,1217
11/9/2020,H,Airport,Departure,1430,9,56,1495
11/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
11/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
11/9/2020,H,Hung Hom,Arrival,0,0,0,0
11/9/2020,H,Hung Hom,Departure,0,0,0,0
11/9/2020,H,Lo Wu,Arrival,0,0,0,0
11/9/2020,H,Lo Wu,Departure,0,0,0,0
11/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
11/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
11/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
11/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
11/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,110,7,7,124
11/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,133,8,2,143
11/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
11/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
11/9/2020,H,Man Kam To,Arrival,0,0,0,0
11/9/2020,H,Man Kam To,Departure,0,0,0,0
11/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
11/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
11/9/2020,H,Shenzhen Bay,Arrival,1213,180,6,1399
11/9/2020,H,Shenzhen Bay,Departure,537,89,5,631
11/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
11/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
11/9/2020,H,Harbour Control,Arrival,0,0,0,0
11/9/2020,H,Harbour Control,Departure,0,0,0,0
11/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
11/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
11/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
11/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
11/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
11/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
12/9/2020,H,Airport,Arrival,959,15,39,1013
12/9/2020,H,Airport,Departure,1457,40,46,1543
12/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
12/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
12/9/2020,H,Hung Hom,Arrival,0,0,0,0
12/9/2020,H,Hung Hom,Departure,0,0,0,0
12/9/2020,H,Lo Wu,Arrival,0,0,0,0
12/9/2020,H,Lo Wu,Departure,0,0,0,0
12/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
12/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
12/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
12/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
12/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,109,13,5,127
12/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,101,8,3,112
12/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
12/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
12/9/2020,H,Man Kam To,Arrival,0,0,0,0
12/9/2020,H,Man Kam To,Departure,0,0,0,0
12/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
12/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
12/9/2020,H,Shenzhen Bay,Arrival,1576,251,4,1831
12/9/2020,H,Shenzhen Bay,Departure,576,88,2,666
12/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
12/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
12/9/2020,H,Harbour Control,Arrival,0,0,0,0
12/9/2020,H,Harbour Control,Departure,0,0,0,0
12/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
12/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
12/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
12/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
12/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
12/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
13/9/2020,H,Airport,Arrival,1351,9,49,1409
13/9/2020,H,Airport,Departure,1426,29,60,1515
13/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
13/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
13/9/2020,H,Hung Hom,Arrival,0,0,0,0
13/9/2020,H,Hung Hom,Departure,0,0,0,0
13/9/2020,H,Lo Wu,Arrival,0,0,0,0
13/9/2020,H,Lo Wu,Departure,0,0,0,0
13/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
13/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
13/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
13/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
13/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,229,20,7,256
13/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,70,2,4,76
13/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
13/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
13/9/2020,H,Man Kam To,Arrival,0,0,0,0
13/9/2020,H,Man Kam To,Departure,0,0,0,0
13/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
13/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
13/9/2020,H,Shenzhen Bay,Arrival,3251,443,9,3703
13/9/2020,H,Shenzhen Bay,Departure,416,72,3,491
13/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
13/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
13/9/2020,H,Harbour Control,Arrival,0,0,0,0
13/9/2020,H,Harbour Control,Departure,0,0,0,0
13/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
13/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
13/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
13/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
13/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
13/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
14/9/2020,H,Airport,Arrival,656,4,26,686
14/9/2020,H,Airport,Departure,866,8,38,912
14/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
14/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
14/9/2020,H,Hung Hom,Arrival,0,0,0,0
14/9/2020,H,Hung Hom,Departure,0,0,0,0
14/9/2020,H,Lo Wu,Arrival,0,0,0,0
14/9/2020,H,Lo Wu,Departure,0,0,0,0
14/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
14/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
14/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
14/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
14/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,160,9,3,172
14/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,87,2,3,92
14/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
14/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
14/9/2020,H,Man Kam To,Arrival,0,0,0,0
14/9/2020,H,Man Kam To,Departure,0,0,0,0
14/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
14/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
14/9/2020,H,Shenzhen Bay,Arrival,2277,302,7,2586
14/9/2020,H,Shenzhen Bay,Departure,415,45,4,464
14/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
14/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
14/9/2020,H,Harbour Control,Arrival,0,0,0,0
14/9/2020,H,Harbour Control,Departure,0,0,0,0
14/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
14/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
14/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
14/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
14/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
14/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
15/9/2020,H,Airport,Arrival,754,7,40,801
15/9/2020,H,Airport,Departure,1340,18,64,1422
15/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
15/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
15/9/2020,H,Hung Hom,Arrival,0,0,0,0
15/9/2020,H,Hung Hom,Departure,0,0,0,0
15/9/2020,H,Lo Wu,Arrival,0,0,0,0
15/9/2020,H,Lo Wu,Departure,0,0,0,0
15/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
15/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
15/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
15/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,125,6,5,136
15/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,128,3,3,134
15/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
15/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
15/9/2020,H,Man Kam To,Arrival,0,0,0,0
15/9/2020,H,Man Kam To,Departure,0,0,0,0
15/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
15/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
15/9/2020,H,Shenzhen Bay,Arrival,1764,263,9,2036
15/9/2020,H,Shenzhen Bay,Departure,550,51,2,603
15/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
15/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
15/9/2020,H,Harbour Control,Arrival,0,0,0,0
15/9/2020,H,Harbour Control,Departure,0,0,0,0
15/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
15/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
15/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
15/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
15/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
16/9/2020,H,Airport,Arrival,799,10,30,839
16/9/2020,H,Airport,Departure,1065,17,47,1129
16/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
16/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
16/9/2020,H,Hung Hom,Arrival,0,0,0,0
16/9/2020,H,Hung Hom,Departure,0,0,0,0
16/9/2020,H,Lo Wu,Arrival,0,0,0,0
16/9/2020,H,Lo Wu,Departure,0,0,0,0
16/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
16/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
16/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
16/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,73,3,2,78
16/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,321,11,7,339
16/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
16/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
16/9/2020,H,Man Kam To,Arrival,0,0,0,0
16/9/2020,H,Man Kam To,Departure,0,0,0,0
16/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
16/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
16/9/2020,H,Shenzhen Bay,Arrival,1091,183,5,1279
16/9/2020,H,Shenzhen Bay,Departure,1189,85,5,1279
16/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
16/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
16/9/2020,H,Harbour Control,Arrival,0,0,0,0
16/9/2020,H,Harbour Control,Departure,0,0,0,0
16/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
16/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
16/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
16/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
16/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
17/9/2020,H,Airport,Arrival,650,5,21,676
17/9/2020,H,Airport,Departure,1276,6,42,1324
17/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
17/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
17/9/2020,H,Hung Hom,Arrival,0,0,0,0
17/9/2020,H,Hung Hom,Departure,0,0,0,0
17/9/2020,H,Lo Wu,Arrival,0,0,0,0
17/9/2020,H,Lo Wu,Departure,0,0,0,0
17/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
17/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
17/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
17/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,72,4,1,77
17/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,87,9,4,100
17/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
17/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
17/9/2020,H,Man Kam To,Arrival,0,0,0,0
17/9/2020,H,Man Kam To,Departure,0,0,0,0
17/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
17/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
17/9/2020,H,Shenzhen Bay,Arrival,844,103,0,947
17/9/2020,H,Shenzhen Bay,Departure,459,37,3,499
17/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
17/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
17/9/2020,H,Harbour Control,Arrival,0,0,0,0
17/9/2020,H,Harbour Control,Departure,0,0,0,0
17/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
17/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
17/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
17/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
17/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
18/9/2020,H,Airport,Arrival,822,4,41,867
18/9/2020,H,Airport,Departure,1336,5,41,1382
18/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
18/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
18/9/2020,H,Hung Hom,Arrival,0,0,0,0
18/9/2020,H,Hung Hom,Departure,0,0,0,0
18/9/2020,H,Lo Wu,Arrival,0,0,0,0
18/9/2020,H,Lo Wu,Departure,0,0,0,0
18/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
18/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
18/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
18/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
18/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,75,11,3,89
18/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,72,2,1,75
18/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
18/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
18/9/2020,H,Man Kam To,Arrival,0,0,0,0
18/9/2020,H,Man Kam To,Departure,0,0,0,0
18/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
18/9/2020,H,Sha Tau Kok,Departure,0,0,0,0
18/9/2020,H,Shenzhen Bay,Arrival,868,121,4,993
18/9/2020,H,Shenzhen Bay,Departure,393,48,11,452
18/9/2020,H,China Ferry Terminal,Arrival,0,0,0,0
18/9/2020,H,China Ferry Terminal,Departure,0,0,0,0
18/9/2020,H,Harbour Control,Arrival,0,0,0,0
18/9/2020,H,Harbour Control,Departure,0,0,0,0
18/9/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
18/9/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
18/9/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
18/9/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
18/9/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
18/9/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
19/9/2020,H,Airport,Arrival,1306,11,31,1348
19/9/2020,H,Airport,Departure,1544,25,36,1605
19/9/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
19/9/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
19/9/2020,H,Hung Hom,Arrival,0,0,0,0
19/9/2020,H,Hung Hom,Departure,0,0,0,0
19/9/2020,H,Lo Wu,Arrival,0,0,0,0
19/9/2020,H,Lo Wu,Departure,0,0,0,0
19/9/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
19/9/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
19/9/2020,H,Heung Yuen Wai,Arrival,0,0,0,0
19/9/2020,H,Heung Yuen Wai,Departure,0,0,0,0
19/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,114,9,4,127
19/9/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,82,6,5,93
19/9/2020,H,Lok Ma Chau,Arrival,0,0,0,0
19/9/2020,H,Lok Ma Chau,Departure,0,0,0,0
19/9/2020,H,Man Kam To,Arrival,0,0,0,0
19/9/2020,H,Man Kam To,Departure,0,0,0,0
19/9/2020,H,Sha Tau Kok,Arrival,0,0,0,0
